user_id,mss_length,maturity_store_segment
37547,439,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1969"",""1971"",""2004"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2449"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""2753"",""2772"",""3190"",""3196"",""3208"",""3275"",""3276"",""3429"",""3493"",""3649"",""3670"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4024"",""4025"",""4027"",""4110"",""A5"",""A12""]"
37548,377,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1849"",""1881"",""1962"",""1965"",""1969"",""1971"",""2004"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3275"",""3276"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A6""]"
37549,369,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1962"",""1969"",""1971"",""2004"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3275"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A6"",""A15""]"
37572,377,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1882"",""1968"",""1971"",""2071"",""2074"",""2077"",""2078"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2248"",""2270"",""2283"",""2291"",""2350"",""2451"",""2457"",""2717"",""2726"",""2769"",""2771"",""2772"",""3421"",""3429"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A7"",""A14"",""A15"",""A16"",""Loyalty_Insurance_Registered""]"
37574,419,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2769"",""3190"",""3194"",""3207"",""3275"",""3276"",""3429"",""3493"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A6""]"
37579,360,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1962"",""1968"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2248"",""2266"",""2270"",""2283"",""2313"",""2350"",""2449"",""2457"",""2461"",""2465"",""2708"",""3262"",""3275"",""3421"",""3429"",""3649"",""3824"",""3826"",""3829"",""3830"",""3961"",""4025"",""4027"",""4110"",""A7"",""A12"",""A15"",""A16""]"
37580,402,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1847"",""1849"",""1881"",""1962"",""1971"",""1991"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2248"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2771"",""2772"",""3262"",""3421"",""3429"",""3649"",""3670"",""3824"",""3826"",""3829"",""3830"",""3961"",""3982"",""4003"",""4025"",""4027"",""4111"",""A7"",""A12"",""A15"",""A16""]"
37587,372,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1881"",""1882"",""1967"",""1970"",""1971"",""2013"",""2074"",""2077"",""2078"",""2129"",""2165"",""2167"",""2173"",""2174"",""2248"",""2270"",""2283"",""2313"",""2350"",""2451"",""2457"",""2717"",""2771"",""3189"",""3193"",""3204"",""3210"",""3262"",""3421"",""3422"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A3"",""A7"",""A14"",""A15"",""A16""]"
37602,453,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""1991"",""2004"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""2755"",""3190"",""3196"",""3208"",""3275"",""3276"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4003"",""4024"",""4025"",""4027"",""4110"",""A7"",""A12""]"
37622,330,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1971"",""2013"",""2074"",""2077"",""2129"",""2165"",""2167"",""2173"",""2174"",""2243"",""2248"",""2266"",""2270"",""2283"",""2313"",""2350"",""2451"",""2457"",""2717"",""3189"",""3195"",""3205"",""3211"",""3421"",""3422"",""3429"",""3824"",""3829"",""3830"",""4025"",""4027"",""4111"",""A3"",""A7"",""A14"",""A15"",""A16""]"
37642,396,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1962"",""1965"",""1967"",""1971"",""2004"",""2071"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2449"",""2457"",""2461"",""2480"",""2708"",""2717"",""2726"",""2769"",""3275"",""3276"",""3421"",""3423"",""3429"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4024"",""4025"",""4027"",""A7"",""A12"",""A15""]"
37643,431,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1962"",""1965"",""1967"",""1971"",""1991"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""3190"",""3196"",""3208"",""3214"",""3275"",""3276"",""3429"",""3493"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4003"",""4024"",""4025"",""4027"",""A7"",""A12"",""A15""]"
37644,329,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1831"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2449"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3649"",""3670"",""3829"",""A7"",""A10"",""A15"",""SAO_D11""]"
37647,310,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1847"",""1849"",""1881"",""1971"",""2004"",""2013"",""2075"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2266"",""2270"",""2281"",""2283"",""2291"",""2312"",""2313"",""2350"",""2454"",""2457"",""2726"",""2769"",""3421"",""3429"",""3824"",""3826"",""3829"",""4025"",""4028"",""4110"",""A3"",""A7"",""A14"",""A15""]"
37649,431,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1831"",""1848"",""1849"",""1962"",""1971"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2755"",""3190"",""3196"",""3275"",""3276"",""3429"",""3493"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""4110"",""A7"",""A12"",""A15""]"
37661,431,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1962"",""1971"",""1991"",""2004"",""2013"",""2074"",""2078"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2708"",""2726"",""2753"",""3190"",""3196"",""3208"",""3214"",""3275"",""3276"",""3429"",""3493"",""3649"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4003"",""4024"",""4025"",""4027"",""4110"",""A7"",""A12"",""A15""]"
37667,391,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3196"",""3275"",""3276"",""3429"",""3493"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A6""]"
37670,384,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1881"",""1962"",""1965"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3196"",""3275"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A6""]"
37701,332,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1881"",""1962"",""1971"",""1991"",""2004"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3275"",""3649"",""3670"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A7"",""A12"",""A15"",""A16""]"
37702,403,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1965"",""1967"",""1971"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2450"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""2771"",""3190"",""3194"",""3207"",""3275"",""3276"",""3423"",""3428"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A7"",""A14"",""A15""]"
37704,264,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1831"",""1848"",""1849"",""1881"",""1962"",""1971"",""2004"",""2013"",""2074"",""2129"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2449"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3649"",""3670"",""3961"",""A7"",""A12""]"
37709,361,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1967"",""1971"",""2004"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2452"",""2457"",""2708"",""2726"",""2772"",""3190"",""3192"",""3206"",""3275"",""3276"",""3421"",""3429"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""A7"",""A14"",""A15""]"
37718,396,"[""1168"",""1190"",""1277"",""1328"",""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1849"",""1881"",""1882"",""1962"",""1971"",""2071"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2243"",""2248"",""2266"",""2270"",""2283"",""2312"",""2313"",""2350"",""2452"",""2457"",""2708"",""2717"",""2769"",""2771"",""2772"",""3421"",""3429"",""3823"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4111"",""A3"",""A7"",""A12"",""A15"",""A16"",""Loyalty_Insurance_Registered""]"
37753,394,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1882"",""1967"",""1968"",""1971"",""2013"",""2074"",""2077"",""2078"",""2129"",""2165"",""2167"",""2173"",""2243"",""2266"",""2270"",""2283"",""2313"",""2350"",""2450"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2772"",""3262"",""3421"",""3429"",""3649"",""3670"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""4111"",""A20"",""A7"",""A14"",""A15"",""A16""]"
37780,346,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2270"",""2283"",""2312"",""2313"",""2350"",""2450"",""2457"",""2461"",""2480"",""2726"",""2769"",""2771"",""3190"",""3196"",""3208"",""3275"",""3276"",""3429"",""3670"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A3"",""A7"",""A14""]"
37799,410,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1962"",""1971"",""1991"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2755"",""3190"",""3196"",""3262"",""3275"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A7"",""A12"",""A15""]"
37802,366,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1967"",""1971"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3207"",""3429"",""3649"",""3670"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""4110"",""A3"",""A7"",""A13"",""A15""]"
37813,356,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1850"",""1962"",""1965"",""1967"",""1971"",""2004"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3275"",""3276"",""3429"",""3493"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A6""]"
37857,340,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1971"",""2071"",""2074"",""2077"",""2078"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2270"",""2283"",""2312"",""2313"",""2350"",""2452"",""2457"",""2708"",""2717"",""2726"",""3262"",""3275"",""3421"",""3423"",""3429"",""3823"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A7"",""A14"",""A15""]"
37885,388,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1881"",""1962"",""1967"",""1971"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2449"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2753"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""4110"",""A7"",""A13"",""A15"",""A16""]"
37905,387,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1962"",""1971"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2449"",""2457"",""2727"",""2753"",""2769"",""3190"",""3196"",""3208"",""3262"",""3275"",""3276"",""3429"",""3493"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""4110"",""A3"",""A7"",""A12"",""A15""]"
37927,416,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1969"",""1971"",""2004"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2248"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2450"",""2457"",""2461"",""2465"",""2708"",""2717"",""2726"",""3275"",""3276"",""3421"",""3422"",""3649"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""4111"",""A7"",""A14"",""A15"",""A16""]"
37929,403,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1962"",""1965"",""1969"",""1971"",""2004"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2449"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""2771"",""3190"",""3194"",""3207"",""3213"",""3275"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A7"",""A14"",""A15""]"
37935,378,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1882"",""1967"",""1971"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2266"",""2270"",""2283"",""2313"",""2350"",""2450"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2770"",""2771"",""3421"",""3429"",""3649"",""3670"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A20"",""A3"",""A7"",""A14"",""A15"",""A16""]"
37946,373,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1881"",""1967"",""1971"",""2004"",""2071"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2455"",""2457"",""2708"",""2717"",""2753"",""3262"",""3275"",""3276"",""3421"",""3423"",""3429"",""3494"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""4110"",""A3"",""A7"",""A14"",""A15""]"
37959,466,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1967"",""1969"",""1971"",""1991"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""2753"",""3190"",""3194"",""3207"",""3262"",""3275"",""3276"",""3429"",""3493"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""4110"",""A7"",""A12"",""A15""]"
37965,313,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1962"",""1971"",""2004"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2449"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""2755"",""3190"",""3192"",""3262"",""3649"",""3670"",""3829"",""3961"",""A5"",""A12""]"
37972,340,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1881"",""1965"",""1967"",""1968"",""1971"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2450"",""2457"",""2717"",""2726"",""3262"",""3275"",""3276"",""3421"",""3423"",""3428"",""3429"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""A20"",""A7"",""A14""]"
38002,373,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1881"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2313"",""2350"",""2451"",""2457"",""2461"",""2480"",""2708"",""2726"",""3190"",""3196"",""3208"",""3258"",""3275"",""3276"",""3429"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4028"",""4110"",""A3"",""A7"",""A14"",""A15""]"
38051,382,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1882"",""1962"",""1970"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2243"",""2266"",""2270"",""2283"",""2313"",""2350"",""2447"",""2457"",""2461"",""2480"",""2708"",""2717"",""2771"",""2772"",""3421"",""3423"",""3428"",""3429"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4003"",""4025"",""4027"",""4110"",""A7"",""A12"",""A15""]"
38053,323,"[""1190"",""1277"",""1496"",""1627"",""1679"",""1681"",""1739"",""1829"",""1848"",""1849"",""1881"",""1882"",""1971"",""2071"",""2074"",""2078"",""2129"",""2165"",""2167"",""2173"",""2248"",""2266"",""2270"",""2283"",""2313"",""2350"",""2454"",""2457"",""2717"",""2771"",""3421"",""3422"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""4111"",""A3"",""A7"",""A14"",""A15"",""A16""]"
38055,393,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2107"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2461"",""2465"",""2480"",""2708"",""2726"",""3275"",""3276"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A6"",""A10"",""TAO_D11""]"
38059,354,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1881"",""1962"",""1971"",""1991"",""2004"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""3190"",""3196"",""3208"",""3275"",""3493"",""3649"",""3670"",""3829"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A7"",""A12"",""A15""]"
38060,415,"[""1189"",""1277"",""1331"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""2004"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2456"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""3276"",""3421"",""3423"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4024"",""4025"",""4027"",""A3"",""A7"",""A12"",""A15""]"
38080,343,"[""1190"",""1277"",""1496"",""1627"",""1679"",""1681"",""1739"",""1829"",""1848"",""1849"",""1881"",""1882"",""1971"",""2071"",""2074"",""2075"",""2129"",""2165"",""2173"",""2174"",""2243"",""2248"",""2266"",""2270"",""2281"",""2283"",""2312"",""2313"",""2350"",""2452"",""2457"",""2717"",""2770"",""2771"",""2772"",""3262"",""3421"",""3429"",""3824"",""3826"",""3829"",""4025"",""4027"",""4110"",""A20"",""A3"",""A7"",""A14"",""A15"",""A16""]"
38082,350,"[""1190"",""1277"",""1496"",""1627"",""1679"",""1681"",""1739"",""1829"",""1848"",""1849"",""1881"",""1882"",""1965"",""1967"",""1971"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2248"",""2270"",""2283"",""2312"",""2313"",""2350"",""2452"",""2457"",""2461"",""2480"",""2717"",""2771"",""3262"",""3421"",""3670"",""3823"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A20"",""A3"",""A7"",""A14"",""A15"",""A16""]"
38090,381,"[""1168"",""1189"",""1277"",""1333"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1967"",""1969"",""1971"",""2004"",""2071"",""2074"",""2076"",""2129"",""2167"",""2174"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2454"",""2457"",""2717"",""2726"",""2769"",""2771"",""2772"",""3262"",""3275"",""3421"",""3423"",""3429"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""4110"",""A20"",""A7"",""A14"",""A15""]"
38096,374,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1962"",""1971"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2243"",""2248"",""2270"",""2283"",""2312"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2708"",""3189"",""3193"",""3204"",""3262"",""3421"",""3429"",""3649"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4003"",""4024"",""4025"",""4027"",""4110"",""A7"",""A12"",""A15"",""A16""]"
38104,331,"[""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1849"",""1881"",""1968"",""1971"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2450"",""2457"",""2461"",""2480"",""2726"",""3189"",""3191"",""3429"",""3670"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A20"",""A7"",""A14"",""A15"",""A16""]"
